Name,Endangerment,Speakers,Latitude,Longitude,CountriesCount,Countries
Tima,Severely endangered,3305,11.7033,29.1934,1,Sudan
Mursi,Vulnerable,3278,5.5831,36.5075,1,Ethiopia
Pendau,Vulnerable,3200,0.1922,120.0091,1,Indonesia
Ayautla Mazatec,Vulnerable,3192,18.019,-96.7441,1,Mexico
Yucatec,Definitely endangered,3155,17.0922,-89.1221,1,Belize
Eastern Tlapanec,Vulnerable,3088,17.8135,-98.604,1,Mexico
Juhur (Caucasus),Definitely endangered,3016,42.0044,48.2409,2,"Azerbaijan, Russian Federation"
Awjila,Severely endangered,3000,26.6278,24.5214,1,Libyan Arab Jamahiriya
Baleasang,Definitely endangered,3000,-0.0494,119.685,1,Indonesia
Benga,Definitely endangered,3000,0.9997,9.8657,2,"Gabon, Equatorial Guinea"
Besoa,Vulnerable,3000,-1.7163,120.4211,1,Indonesia
Boni,Definitely endangered,3000,-0.8294,40.8142,1,Kenya
Bonjo,Severely endangered,3000,1.7712,17.9598,1,Congo
Brokshat,Definitely endangered,3000,34.6478,76.4978,1,India
Budukh,Severely endangered,3000,41.1207,48.3233,1,Azerbaijan
East Greenlandic,Definitely endangered,3000,65.6061,-37.6858,1,Greenland (Kingdom of Denmark)
Eastern Khanty,Definitely endangered,3000,61.2491,74.5092,1,Russian Federation
Fyem,Severely endangered,3000,9.6332,8.8632,1,Nigeria
Geta?,Severely endangered,3000,18.2293,82.727,1,India
Gura,Severely endangered,3000,10.075,6.8499,1,Nigeria
Harsusi,Definitely endangered,3000,19.9372,56.2637,1,Oman
Hozo,Definitely endangered,3000,9.3352,34.53,1,Ethiopia
Jemez,Vulnerable,3000,35.6151,-106.7242,1,United States of America
Kamara,Definitely endangered,3000,9.0858,-2.2576,1,Ghana
Kapingamarangi,Severely endangered,3000,1.0828,154.8081,1,Micronesia (Federated States of)
Koitabu,Vulnerable,3000,-9.346,147.1179,1,Papua New Guinea
Kuk,Definitely endangered,3000,6.4326,10.2365,1,Cameroon
Lai,Definitely endangered,3000,24.4871,105.216,1,China
Lishanid Noshan (Israel),Severely endangered,3000,31.7188,34.7772,1,Israel
Lude,Severely endangered,3000,61.5867,33.6813,1,Russian Federation
"Mbya Guarani (Argentina, Uruguay)",Severely endangered,3000,-29.6116,-57.4804,2,"Argentina, Uruguay"
"Mohawk (Akwesasne, St. Regis)",Definitely endangered,3000,45.0033,-74.6497,1,United States of America
Nanay,Severely endangered,3000,49.3537,136.5243,2,"China, Russian Federation"
Panare,Vulnerable,3000,6.5445,-66.4233,1,Venezuela (Bolivarian Republic of)
Pilagá,Vulnerable,3000,-25.4035,-58.6669,1,Argentina
Pitjantjatjara,Vulnerable,3000,-26.0719,129.9517,1,Australia
Pukur,Definitely endangered,3000,10.4013,-14.4799,1,Guinea
Rotuman,Vulnerable,3000,-12.5063,177.0776,1,Fiji
Savi,Definitely endangered,3000,35.2085,71.845,2,"Pakistan, Afghanistan"
Sherdukpen,Vulnerable,3000,27.1935,92.351,1,India
Shira Yugur,Severely endangered,3000,39.1002,99.2065,1,China
Takahanyilang,Critically endangered,3000,6.85,93.8726,1,India
U,Definitely endangered,3000,23.4844,99.8404,1,China
Ulithian,Severely endangered,3000,10.0229,139.6801,1,Micronesia (Federated States of)
Waima'a,Definitely endangered,3000,-8.4995,126.3372,1,Timor-Leste
Warlpiri,Vulnerable,3000,-20.8177,131.6601,1,Australia
Yukpa,Vulnerable,3000,9.7956,-72.9382,1,Venezuela (Bolivarian Republic of)
Western Montagnais,Vulnerable,2980,48.9635,-68.5729,1,Canada
Waiwai (Brazil),Vulnerable,2916,-0.7909,-58.2714,1,Brazil
Jersey French,Severely endangered,2874,49.2211,-2.1368,1,United Kingdom of Great Britain and Northern Ireland
Bahing,Definitely endangered,2765,27.3126,86.5571,1,Nepal
Stoney,Vulnerable,2765,51.161,-114.8533,1,Canada
Southwestern Tepehuan,Vulnerable,2756,22.8349,-105.7276,1,Mexico
Northern Mansi,Severely endangered,2746,62.6539,63.1494,1,Russian Federation
Bisu,Definitely endangered,2740,19.715,99.6789,2,"Myanmar, Thailand"
Wari,Definitely endangered,2721,-11.7275,-65.0061,1,Brazil
Pakan,Definitely endangered,2700,23.7447,105.2235,1,China
Yami,Vulnerable,2700,22.0512,121.5403,1,China
Ko,Critically endangered,2683,10.6714,30.8386,1,Sudan
Yuracaré,Definitely endangered,2675,-16.6888,-65.4345,1,Bolivia (Plurinational State of)
Aimol,Critically endangered,2643,24.4971,93.6145,1,India
Kohi,Vulnerable,2641,27.3607,86.8661,1,Nepal
Chatino of the western lowlands,Definitely endangered,2640,16.3049,-97.5466,1,Mexico
Bolo,Definitely endangered,2627,-10.5526,14.9633,1,Angola
Logol,Severely endangered,2600,10.8521,30.6463,1,Sudan
Sila,Definitely endangered,2600,22.3094,102.041,2,"Lao People's Democratic Republic, Viet Nam"
Pisaflores Tepehua,Vulnerable,2578,20.6883,-98.0125,1,Mexico
Xerente,Severely endangered,2569,-9.3356,-48.2227,1,Brazil
Bribri (Panama),Severely endangered,2521,9.4813,-82.6174,1,Panama
Achuar,Definitely endangered,2500,-2.8991,-77.4316,2,"Ecuador, Peru"
Bai,Definitely endangered,2500,8.0592,25.5102,1,Sudan
Banka,Definitely endangered,2500,11.4261,-5.6744,1,Mali
Culina (Peru),Definitely endangered,2500,-9.6224,-70.7958,1,Peru
Gadang,Definitely endangered,2500,10.3473,17.2485,1,Chad
Khinalug,Severely endangered,2500,41.1579,48.0706,1,Azerbaijan
Laomian (China),Definitely endangered,2500,23.7645,100.0195,1,China
Laomian (Myanmar),Definitely endangered,2500,22.6833,99.25,1,Myanmar
Lhokpu,Definitely endangered,2500,26.9514,89.2968,1,Bhutan
Martuwangka,Vulnerable,2500,-24.1975,122.9589,1,Australia
Mayoruna (Peru),Vulnerable,2500,-5.5285,-73.4765,1,Peru
Pingelapese,Severely endangered,2500,6.2279,160.7107,1,Micronesia (Federated States of)
Rapanui,Severely endangered,2500,-27.108,-109.3579,1,Chile
Remo,Severely endangered,2500,19.1659,82.6391,1,India
Roshorvi,Severely endangered,2500,38.1086,72.1719,1,Tajikistan
Sanglechi,Severely endangered,2500,36.6585,71.4784,2,"Tajikistan, Afghanistan"
Semelai,Severely endangered,2500,3.1761,102.4818,1,Malaysia
Urak Lawoi (Malaysia),Definitely endangered,2500,6.4194,99.7869,1,Malaysia
Urak Lawoi (Thailand),Definitely endangered,2500,7.7756,98.3306,1,Thailand
Zirenkel,Definitely endangered,2500,12.136,18.4735,1,Chad
Vumbu,Definitely endangered,2460,-1.8783,10.816,1,Gabon
Mopán (Guatemala),Severely endangered,2455,16.5144,-89.4167,1,Guatemala
Cuiba,Severely endangered,2445,6.4463,-69.9389,2,"Colombia, Venezuela (Bolivarian Republic of)"
Raji,Severely endangered,2413,27.9721,82.3135,1,Nepal
Highland Chontal,Severely endangered,2410,16.2832,-95.857,1,Mexico
Yasa,Definitely endangered,2401,2.3284,9.8464,2,"Cameroon, Equatorial Guinea"
Bumbita Arapesh,Vulnerable,2353,-3.6449,142.8002,1,Papua New Guinea
Mang (China),Definitely endangered,2300,22.8293,103.1039,1,China
Mang (Viet Nam),Definitely endangered,2300,22.35,102.9666,1,Viet Nam
Tlachichilco Tepehua,Definitely endangered,2234,20.6205,-98.1991,1,Mexico
Blackfoot (Canada),Definitely endangered,2200,49.3535,-113.2884,1,Canada
Jaya,Severely endangered,2200,12.187,18.1645,1,Chad
Karipuna do Amapá,Vulnerable,2200,3.3379,-51.6796,1,Brazil
Kulfa,Definitely endangered,2200,9.9742,19.1848,1,Chad
Krahô,Vulnerable,2184,-8.4071,-47.2851,1,Brazil
Kristang,Severely endangered,2150,2.1935,102.256,1,Malaysia
Yine,Definitely endangered,2150,-11.4584,-73.0261,1,Peru
North Alaskan Inupiaq (Kotzebue Sound),Severely endangered,2144,66.8972,-162.5855,1,United States of America
North Alaskan Inupiaq (North Slope),Severely endangered,2144,71.2725,-156.7749,1,United States of America
Seward Peninsula Inupiaq (King Island),Critically endangered,2144,64.9728,-168.0616,1,United States of America
Seward Peninsula Inupiaq (Little Diomede Island),Critically endangered,2144,65.755,-168.9167,1,United States of America
Seward Peninsula Inupiaq (Norton Sound),Critically endangered,2144,64.5433,-163.029,1,United States of America
Katukína-Kanamarí,Vulnerable,2100,-5.6159,-68.7304,1,Brazil
Tiwi,Vulnerable,2100,-11.6091,130.8911,1,Australia
Zaozou,Vulnerable,2100,26.1554,99.2944,1,China
Ngäbere (Costa Rica),Definitely endangered,2041,8.4723,-82.9907,1,Costa Rica
Aiton,Severely endangered,2000,26.6523,94.2901,1,India
Anindilyakwa,Vulnerable,2000,-13.9987,136.582,1,Australia
Apurinã,Definitely endangered,2000,-5.4847,-63.8964,1,Brazil
Arrernte,Vulnerable,2000,-24.1668,132.0996,1,Australia
Ashkun,Definitely endangered,2000,34.9973,71.0746,1,Afghanistan
Ata,Critically endangered,2000,9.6081,122.9155,1,Philippines
Athpahariya,Definitely endangered,2000,26.952,87.3399,1,Nepal
Ava-Guaraní,Definitely endangered,2000,-23.1403,-64.3359,1,Argentina
Bayso,Definitely endangered,2000,6.4081,37.749,1,Ethiopia
Birhor,Critically endangered,2000,21.7594,85.935,1,India
Boano,Vulnerable,2000,0.4724,120.9979,1,Indonesia
Bori,Definitely endangered,2000,28.9889,94.4439,2,"China, India"
Chepya,Definitely endangered,2000,21.3833,101.8166,1,Lao People's Democratic Republic
Chilisso,Severely endangered,2000,35.2136,73.2396,1,Pakistan
Culina (Brazil),Vulnerable,2000,-7.1008,-68.7744,1,Brazil
Damana,Definitely endangered,2000,10.9196,-73.4985,1,Colombia
Duguza,Definitely endangered,2000,9.9039,9.1186,1,Nigeria
Galibi Marworno,Vulnerable,2000,3.4256,-52.0312,1,Brazil
Gats'ama - Ganjule - Harro,Definitely endangered,2000,5.9548,37.5292,1,Ethiopia
Gebe,Vulnerable,2000,-0.1922,129.5397,1,Indonesia
Ghadames,Vulnerable,2000,30.1166,9.5251,1,Libyan Arab Jamahiriya
Griko (Calabria),Severely endangered,2000,37.9961,15.9329,1,Italy
Huilliche,Critically endangered,2000,-40.4803,-73.5424,1,Chile
Ik,Severely endangered,2000,3.5024,34.1894,1,Uganda
Jangshung,Definitely endangered,2000,31.7748,78.4753,1,India
Jero,Vulnerable,2000,27.2241,86.3909,1,Nepal
Kari'ña (French Guyana),Definitely endangered,2000,5.5066,-53.6572,1,French Guiana (France)
Kona,Severely endangered,2000,9.0587,11.2829,1,Nigeria
Koreguaje,Definitely endangered,2000,1,-75,1,Colombia
Koryak,Severely endangered,2000,61.8561,168.6621,1,Russian Federation
Kota,Critically endangered,2000,11.4154,76.8576,1,India
Logorik,Critically endangered,2000,11.1433,29.8306,1,Sudan
Lule Saami,Severely endangered,2000,67.272,17.7978,2,"Norway, Sweden"
Luro,Critically endangered,2000,7.915,93.3837,1,India
Mambai,Severely endangered,2000,9.6007,14.0899,1,Chad
Milang,Definitely endangered,2000,28.488,95.2954,1,India
Mocoví,Definitely endangered,2000,-27.6056,-59.7656,1,Argentina
Momuna,Vulnerable,2000,-5,139,1,Indonesia
Mpi,Definitely endangered,2000,18.2554,100.2227,1,Thailand
Muda,Vulnerable,2000,21.8421,100.6851,1,China
Munji,Severely endangered,2000,36.0379,70.6723,1,Afghanistan
Nguon,Vulnerable,2000,17.5333,105.3833,1,Viet Nam
Nheengatu / Yeral (Venezuela),Severely endangered,2000,1.2303,-66.8408,1,Venezuela (Bolivarian Republic of)
Nihali,Critically endangered,2000,20.5402,76.0913,1,India
Nyishangba,Definitely endangered,2000,28.6423,84.1017,1,Nepal
Ottawa (Walpole Island),Severely endangered,2000,42.6068,-82.5195,2,"Canada, United States of America"
Prasun,Definitely endangered,2000,35.3543,71.26,1,Afghanistan
Rukai,Vulnerable,2000,22.792,120.8104,1,China
Sáliba,Severely endangered,2000,5.3097,-69.873,2,"Colombia, Venezuela (Bolivarian Republic of)"
Sangkong,Vulnerable,2000,21.5158,100.6957,1,China
Sarwa,Definitely endangered,2000,10.5958,17.0397,1,Chad
Shoshoni (Idaho),Severely endangered,2000,43.0438,-112.4629,1,United States of America
Shoshoni (Nevada),Severely endangered,2000,40.0358,-113.9835,1,United States of America
Shoshoni (Wyoming),Severely endangered,2000,43.014,-108.8209,1,United States of America
Tai Phake,Severely endangered,2000,27.5033,95.2185,1,India
Tamazight (Arzew),Critically endangered,2000,35.5869,-0.4737,1,Algeria
Tanglang,Vulnerable,2000,26.0863,99.7119,1,China
Tchitchege,Definitely endangered,2000,-1.8508,13.612,1,Gabon
Tinan,Definitely endangered,2000,32.519,77.6733,2,"China, India"
Tsafiki,Definitely endangered,2000,-0.25,-79.15,1,Ecuador
Ukhwejo,Severely endangered,2000,3.3626,16.0565,1,Central African Republic
Urarina,Vulnerable,2000,-4.3464,-75.3002,1,Peru
Ushojo,Definitely endangered,2000,35.0209,72.897,1,Pakistan
Waigali,Definitely endangered,2000,35.1895,71.1941,1,Afghanistan
Waotededo,Vulnerable,2000,-1.1864,-76.6296,1,Ecuador
Wotapuri-Katarqalai,Definitely endangered,2000,34.4166,70.3333,1,Afghanistan
Wutun,Definitely endangered,2000,35.791,102.4365,1,China
Candoshi,Definitely endangered,1900,-3.7107,-76.9042,1,Peru
Hupda (Brazil),Vulnerable,1900,0.7909,-68.247,1,Brazil
Kendeje,Definitely endangered,1859,13.6299,21.5771,1,Chad
Hunzib,Definitely endangered,1839,42.1654,46.2991,1,Russian Federation
Tchumbuli,Critically endangered,1838,8.7113,2.1533,1,Benin
Cashibo-Cacataibo,Definitely endangered,1800,-8.9393,-75.0915,1,Peru
Grass Koiari,Vulnerable,1800,-9.4558,147.5559,1,Papua New Guinea
Isirawa,Vulnerable,1800,-1.8783,138.5485,1,Indonesia
Lanoh,Critically endangered,1800,5.2509,101.0206,1,Malaysia
Lemolang,Vulnerable,1800,-2.6303,120.1849,1,Indonesia
Nila (Seram Island),Definitely endangered,1800,-3.2173,128.9849,1,Indonesia
Shixing,Definitely endangered,1800,28.5263,100.4734,1,China
Chuj (Mexico),Critically endangered,1771,16.1203,-92.0407,1,Mexico
Darma,Definitely endangered,1761,30.0037,80.5641,2,"India, Nepal"
Kung,Severely endangered,1750,6.5227,10.1074,1,Cameroon
Lokono (Guyana),Critically endangered,1750,6.2934,-58.0957,2,"Guyana, Venezuela (Bolivarian Republic of)"
Byangsi,Definitely endangered,1734,30.0595,80.7824,2,"India, Nepal"
Pasing,Definitely endangered,1732,21.1254,101.4697,1,Lao People's Democratic Republic
Yamphu,Definitely endangered,1722,27.5935,87.3316,1,Nepal
Andio,Vulnerable,1700,-0.8514,123.1457,1,Indonesia
Cheyenne (Montana),Definitely endangered,1700,45.5495,-106.5263,1,United States of America
Kumzari,Severely endangered,1700,26.1936,56.2431,1,Oman
Quechua of Yauyos,Critically endangered,1700,-12.9081,-75.6958,1,Peru
Bainouk-Samik,Severely endangered,1685,12.5733,-16.2652,1,Senegal
Côông,Definitely endangered,1676,22.5943,102.7455,1,Viet Nam
Dogrib,Vulnerable,1675,62.8292,-115.9904,1,Canada
Upland Yuman,Vulnerable,1650,36.2377,-112.7094,1,United States of America
Eastern Cuicatec,Vulnerable,1641,17.9666,-96.7166,1,Mexico
Tamazight (Ait Rouadi),Extinct,1637,32.5745,-5.9655,1,Morocco
Woleaian,Severely endangered,1631,7.3515,143.8769,1,Micronesia (Federated States of)
Huehuetla Tepehua,Definitely endangered,1603,20.46,-98.0761,1,Mexico
Kadiwéu,Definitely endangered,1600,-20.5222,-56.7237,1,Brazil
Southern Tiwa (Isleta Pueblo),Definitely endangered,1600,34.9057,-106.7066,1,United States of America
Southern Tiwa (Sandia Pueblo),Definitely endangered,1600,35.2516,-106.565,1,United States of America
Tewa (Arizona),Definitely endangered,1600,35.8334,-110.3798,1,United States of America
Tewa (New Mexico),Severely endangered,1600,36.053,-106.0708,1,United States of America
ǁGana,Vulnerable,1550,-21.7824,21.8971,1,Botswana
Akwáwa,Vulnerable,1548,-5.2441,-52.7014,1,Brazil
Chiquihuitlán Mazatec,Definitely endangered,1502,17.9953,-96.7449,1,Mexico
Apinajé,Vulnerable,1500,-6.0317,-47.5604,1,Brazil
Bashkarik,Severely endangered,1500,35.2893,72.6168,1,Pakistan
Chintang,Severely endangered,1500,26.9367,87.1991,1,Nepal
Forest Nenets,Severely endangered,1500,64.9188,77.7941,1,Russian Federation
Hupda (Colombia),Definitely endangered,1500,0.3845,-70.1367,1,Colombia
Jah Hut,Severely endangered,1500,3.6452,102.3065,1,Malaysia
Jeri,Severely endangered,1500,9.2647,-5.8666,1,Côte d'Ivoire
Jonkor Bourmataguil,Severely endangered,1500,11.4261,19.0145,1,Chad
K'emant,Severely endangered,1500,12.9349,37.2326,1,Ethiopia
Kanashi,Definitely endangered,1500,32.0406,77.1075,1,India
Karajá,Vulnerable,1500,-11.0921,-50.3393,1,Brazil
Karelian (Tikhvin),Severely endangered,1500,59.601,33.3544,1,Russian Federation
Kendem,Severely endangered,1500,5.7061,9.6377,1,Cameroon
Khamba,Definitely endangered,1500,29.0105,94.7653,2,"China, India"
Mayoruna (Brazil),Vulnerable,1500,-3.3379,-64.8413,1,Brazil
Mescalero-Chiricahua Apache (New Mexico),Definitely endangered,1500,33.1514,-105.7942,1,United States of America
Numao Bunu,Definitely endangered,1500,24.3902,107.2701,1,China
Orang Seletar,Severely endangered,1500,1.3387,103.464,1,Malaysia
Palenque Creole,Definitely endangered,1500,10.0952,-75.1142,1,Colombia
Pyuma,Vulnerable,1500,22.8027,121.0748,1,China
Saaroa,Critically endangered,1500,23.1283,120.7062,1,China
Saluan,Vulnerable,1500,-0.8129,122.871,1,Indonesia
Semaq Beri,Critically endangered,1500,4.0012,102.8443,1,Malaysia
Talodi,Critically endangered,1500,10.6902,30.3964,1,Sudan
Wayana (Suriname),Vulnerable,1500,2.7455,-54.58,1,Suriname
Wik Mungkan,Vulnerable,1500,-12.9403,141.9873,1,Australia
Natsilingmiutut,Vulnerable,1455,68.643,-95.8863,1,Canada
Movima,Severely endangered,1452,-13.7954,-65.4345,1,Bolivia (Plurinational State of)
Ngombe,Definitely endangered,1450,3.9492,15.2352,1,Central African Republic
Cinta Larga,Vulnerable,1440,-11.4154,-59.7216,1,Brazil
Dupaninan Agta,Vulnerable,1400,17.9682,122.0361,1,Philippines
Tese,Critically endangered,1400,11.2161,29.8471,1,Sudan
Bororo,Definitely endangered,1390,-15.5172,-53.1024,1,Brazil
Puluwat,Severely endangered,1364,7.5803,149.425,1,Micronesia (Federated States of)
Kanela Rankokamekra,Vulnerable,1337,-6.075,-44.9121,1,Brazil
Saba,Definitely endangered,1335,11.1487,18.0175,1,Chad
Kurripako (Brazil),Vulnerable,1332,0.7001,-68.3789,1,Brazil
Guernsey French,Severely endangered,1327,49.4502,-2.5927,1,United Kingdom of Great Britain and Northern Ireland
Paafang,Severely endangered,1318,7.6198,155.1571,1,Micronesia (Federated States of)
Chɨlɨng,Definitely endangered,1314,26.9483,87.2527,1,Nepal
Cypriot Arabic,Severely endangered,1300,35.3196,33.338,1,Cyprus
Palikur (Brazil),Vulnerable,1300,4.0396,-51.7236,1,Brazil
Sanenyo,Critically endangered,1300,7.9504,93.576,1,India
Tecóatl Mazatec,Vulnerable,1300,18.1653,-96.9124,1,Mexico
Ozomatlán Totonac,Critically endangered,1276,20.1766,-98.0527,1,Mexico
Kāgate,Definitely endangered,1273,27.5449,86.2925,1,Nepal
Maxakali,Vulnerable,1271,-16.5519,-40.3417,1,Brazil
Murik,Vulnerable,1256,-3.8368,144.2807,1,Papua New Guinea
Pengo,Critically endangered,1254,19.0621,83.4851,1,India
Marúbo,Vulnerable,1252,-6.0968,-70.2246,1,Brazil
Aivilingmiutut,Vulnerable,1245,64.1657,-83.243,1,Canada
Besme,Severely endangered,1228,9.6386,16.018,1,Chad
Oirata,Definitely endangered,1221,-8.0755,127.1777,1,Indonesia
Lohorung,Severely endangered,1207,27.4266,87.2498,1,Nepal
Harakmbut,Definitely endangered,1206,-12.9403,-70.2685,1,Peru
Buyang,Severely endangered,1200,23.4146,105.7632,1,China
Mah Meri,Severely endangered,1200,2.836,101.4299,1,Malaysia
Manjui,Definitely endangered,1200,-23.1201,-62.7539,3,"Argentina, Bolivia (Plurinational State of), Paraguay"
Te'un (Seram Island),Definitely endangered,1200,-3.1843,128.9465,1,Indonesia
Tsou,Vulnerable,1200,23.5174,120.8564,1,China
Ujir,Definitely endangered,1200,-5.6105,134.2776,1,Indonesia
White Gelao (China),Severely endangered,1200,26.4894,105.021,1,China
Northern Algonquin,Vulnerable,1180,48.0616,-77.3521,1,Canada
Akawaio (Brazil),Vulnerable,1170,4.1711,-60.249,1,Brazil
Huehuetlán Mazatec,Vulnerable,1169,18.1964,-96.9471,1,Mexico
Trio (Brazil),Vulnerable,1156,1.7136,-55.2392,1,Brazil
Savo,Definitely endangered,1147,-9.1292,159.8071,1,Solomon Islands
Tektitek,Definitely endangered,1144,15.3073,-92.0609,1,Guatemala
Fwâi,Vulnerable,1131,-20.7048,164.9034,1,New Caledonia (France)
Waimirí-Atroarí,Vulnerable,1120,-1.0985,-60.8203,1,Brazil
Guayabero,Definitely endangered,1118,2.6028,-72.3999,1,Colombia
Fagauvea (Northern),Vulnerable,1107,-20.4089,166.5444,1,New Caledonia (France)
Fagauvea (Southern),Vulnerable,1107,-20.7381,166.4126,1,New Caledonia (France)
Fania,Severely endangered,1100,10.0581,18.3993,1,Chad
Ubi,Severely endangered,1100,12.1534,18.6946,1,Chad
Warnang,Severely endangered,1100,10.6538,30.6298,1,Sudan
Itzá,Critically endangered,1094,16.9838,-89.899,1,Guatemala
Koireng,Critically endangered,1056,24.2319,93.7463,1,India
Chipaya,Definitely endangered,1050,-19.2074,-68.2031,1,Bolivia (Plurinational State of)
Mokilese,Critically endangered,1050,6.6864,159.7631,1,Micronesia (Federated States of)
Toda,Critically endangered,1006,11.3184,76.8273,1,India
Adabe,Vulnerable,1000,-8.2549,125.5737,1,Timor-Leste
Alutor,Severely endangered,1000,60.2016,165.4238,1,Russian Federation
Arapaho (Wyoming),Severely endangered,1000,43.0139,-108.8214,1,United States of America
Beeke,Severely endangered,1000,0.9997,28.7951,1,Democratic Republic of the Congo
Blackfoot (United States of America),Definitely endangered,1000,48.5699,-113.0918,1,United States of America
Bohtan Neo-Aramaic,Severely endangered,1000,41.5579,45.0219,2,"Georgia, Russian Federation"
Bola,Definitely endangered,1000,25.0638,98.2414,1,China
Bong'om,Definitely endangered,1000,1.1315,35.0134,1,Kenya
Bora,Vulnerable,1000,-2.7455,-71.8835,2,"Colombia, Peru"
Central Siberian Yupik (St. Lawrence Island),Definitely endangered,1000,63.7444,-171.7242,1,United States of America
Chali,Definitely endangered,1000,27.301,91.2991,1,Bhutan
Cherokee (North Carolina),Severely endangered,1000,35.113,-84.0588,1,United States of America
Cocama-Cocamilla (Peru),Severely endangered,1000,-4.8282,-74.2565,1,Peru
Dair,Severely endangered,1000,12.517,30.5914,1,Sudan
Dakpa,Definitely endangered,1000,27.3937,91.8965,2,"Bhutan, India"
Dampelas,Definitely endangered,1000,0.2005,119.8965,1,Indonesia
Danaw,Critically endangered,1000,21.192,97.3937,1,Myanmar
Ega,Severely endangered,1000,5.8018,-5.4492,1,Côte d'Ivoire
El Hugeirat,Severely endangered,1000,12.3131,28.4243,1,Sudan
Faghani,Vulnerable,1000,-10.4337,161.5979,1,Solomon Islands
Fongoro,Severely endangered,1000,11.1029,22.7197,1,Chad
Gambiri,Severely endangered,1000,34.9017,70.9085,1,Afghanistan
Gongduk,Vulnerable,1000,27.086,91.2002,1,Bhutan
Gorap,Definitely endangered,1000,2.1528,128.2516,1,Indonesia
Guugu Yimidhirr,Vulnerable,1000,-14.8598,144.7338,1,Australia
Gyem,Critically endangered,1000,10.3865,9.3122,1,Nigeria
Habu,Vulnerable,1000,-8.7819,126.0021,1,Timor-Leste
Hawaiian,Critically endangered,1000,21.9226,-160.1147,1,United States of America
Hértevin,Critically endangered,1000,37.9268,42.5473,1,Turkey
Hu,Definitely endangered,1000,22.1743,100.9264,1,China
Hualapai,Vulnerable,1000,35.5279,-113.4297,1,United States of America
Hung,Definitely endangered,1000,18.9062,105.05,2,"Lao People's Democratic Republic, Viet Nam"
Inkhokvari,Definitely endangered,1000,42.3981,46.0299,1,Russian Federation
Ishkashimi,Severely endangered,1000,36.6915,71.7668,1,Tajikistan
Iyive,Severely endangered,1000,6.4354,9.5278,1,Cameroon
Jiongnai Bunu,Definitely endangered,1000,23.3902,108.5135,1,China
Kaande,Severely endangered,1000,-0.1318,11.8103,1,Gabon
Kaco',Definitely endangered,1000,13.934,107.4222,1,Cambodia
Kadu,Severely endangered,1000,24.2042,95.6332,1,Myanmar
Kairui-Midiki,Vulnerable,1000,-8.7222,126.2878,1,Timor-Leste
Kari,Severely endangered,1000,4.8392,25.5432,1,Democratic Republic of the Congo
Kayabi,Vulnerable,1000,-11.1972,-53.2342,1,Brazil
Khowa,Definitely endangered,1000,27.2546,92.5323,1,India
Kodeoha,Vulnerable,1000,-3.4147,120.9155,1,Indonesia
Kujarge,Definitely endangered,1000,11.749,22.2431,1,Chad
Kukatja,Vulnerable,1000,-21.2074,126.4746,1,Australia
Kuot,Vulnerable,1000,-3.0692,151.5234,1,Papua New Guinea
Lokono (Suriname),Severely endangered,1000,5.6487,-55.1074,2,"French Guiana (France), Suriname"
Mahongwe,Severely endangered,1000,1.0216,13.9031,1,Gabon
May,Definitely endangered,1000,18.0623,105.5786,2,"Lao People's Democratic Republic, Viet Nam"
Mbara,Severely endangered,1000,10.8009,15.6335,1,Chad
Mech,Severely endangered,1000,26.5688,89.1979,1,India
Mòcheno,Definitely endangered,1000,46.1194,11.3258,1,Italy
Naueti,Vulnerable,1000,-8.7357,126.7053,1,Timor-Leste
North Greenlandic,Definitely endangered,1000,77.4815,-69.3511,1,Greenland (Kingdom of Denmark)
Ormuri,Definitely endangered,1000,32.518,69.783,2,"Pakistan, Afghanistan"
Paiter,Vulnerable,1000,-11.1245,-61.3476,1,Brazil
Pareci,Definitely endangered,1000,-14.3525,-58.0174,1,Brazil
Pasi,Definitely endangered,1000,28.1834,95.2651,1,India
Resian,Definitely endangered,1000,46.3734,13.3058,1,Italy
Sach,Definitely endangered,1000,17.78,105.7666,2,"Lao People's Democratic Republic, Viet Nam"
Sake,Severely endangered,1000,-0.0247,11.7691,1,Gabon
Saterlandic,Severely endangered,1000,53.1059,7.6787,1,Germany
She,Critically endangered,1000,23.3333,115.2459,1,China
Shumashti,Severely endangered,1000,34.6108,70.7569,1,Afghanistan
Sighu,Severely endangered,1000,-0.0549,13.5461,1,Gabon
Sobei,Definitely endangered,1000,-1.8632,138.7408,1,Indonesia
Thavung (Laos),Definitely endangered,1000,18.4666,104.6666,2,"Lao People's Democratic Republic, Thailand"
Tirma,Critically endangered,1000,6.4899,34.3212,1,Sudan
Tombelala,Vulnerable,1000,-2.5315,121.9454,1,Indonesia
Toto,Critically endangered,1000,26.6867,89.5056,1,India
Trio (Suriname),Vulnerable,1000,2.1528,-56.3818,1,Suriname
Tum,Definitely endangered,1000,18.7,105.05,1,Lao People's Democratic Republic
Tuotomb,Severely endangered,1000,4.4449,10.371,1,Cameroon
Yatê,Severely endangered,1000,-7.0136,-37.0458,1,Brazil
Zaiwa,Definitely endangered,1000,28.4735,96.4764,2,"China, India"
Zay,Severely endangered,1000,8.0728,38.8476,1,Ethiopia
Zenaga (Western Sahara),Critically endangered,1000,22.2687,-13.7109,1,Western Sahara
|Gui,Vulnerable,1000,-21.8385,21.7858,1,Botswana
ǁAni,Definitely endangered,1000,-18.6462,22.1319,1,Botswana
